image_id,legacy_image_id,volunteer_id,source_module,released_view,dentition,final_rule_id,final_rule_coverage,cluster_coarse,cluster_fine,PC1,PC2,PC3,PC4,filepath
permanent_dentition_DAI_V08_S04,DAI_V08_S04,DAI_V08,permanent_dentition_DAI,frontal,permanent,2,0.9159272478320672,0,1,45.188248,-2.1196375,31.585123,-19.233036,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S04.jpeg
permanent_dentition_DAI_V08_S05,DAI_V08_S05,DAI_V08,permanent_dentition_DAI,occlusal,permanent,13,0.9702735110662586,1,6,-14.96133,-10.8605995,9.093738,-25.815428,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S05.jpeg
permanent_dentition_DAI_V08_S06,DAI_V08_S06,DAI_V08,permanent_dentition_DAI,frontal,permanent,11,0.980707886034712,0,3,3.9980335,17.216516,0.5403688,15.322263,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S06.jpeg
permanent_dentition_DAI_V08_S07,DAI_V08_S07,DAI_V08,permanent_dentition_DAI,frontal,permanent,11,0.9676604012634724,0,3,6.959919,26.269732,-12.44535,9.577229,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S07.jpeg
permanent_dentition_DAI_V08_S08,DAI_V08_S08,DAI_V08,permanent_dentition_DAI,frontal,permanent,10,0.941202115779457,0,3,15.275187,24.849514,-0.12780912,28.680489,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S08.jpeg
permanent_dentition_DAI_V08_S09,DAI_V08_S09,DAI_V08,permanent_dentition_DAI,frontal,permanent,7,0.9952663299788616,0,1,60.338467,-2.0888395,-2.095119,-12.632734,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V08_S09.jpeg
permanent_dentition_DAI_V09_S01,DAI_V09_S01,DAI_V09,permanent_dentition_DAI,frontal,permanent,10,0.9605544976802216,0,6,17.505665,-28.159788,-7.590427,-0.98759896,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S01.jpeg
permanent_dentition_DAI_V09_S10,DAI_V09_S10,DAI_V09,permanent_dentition_DAI,frontal,permanent,14,0.9882933733963244,0,3,2.390585,-5.93878,23.74272,-3.024422,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S10.jpeg
permanent_dentition_DAI_V09_S11,DAI_V09_S11,DAI_V09,permanent_dentition_DAI,occlusal,permanent,13,0.9820349836976155,1,4,-21.322842,-13.970589,6.2015276,4.43709,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S11.jpeg
permanent_dentition_DAI_V09_S12,DAI_V09_S12,DAI_V09,permanent_dentition_DAI,occlusal,permanent,3,0.8644396607199829,1,4,-36.848255,-15.229993,4.534997,2.1537793,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S12.jpeg
permanent_dentition_DAI_V09_S02,DAI_V09_S02,DAI_V09,permanent_dentition_DAI,occlusal,permanent,13,0.970423102244346,1,6,-16.627295,-32.311623,-0.6698853,-10.084399,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S02.jpeg
permanent_dentition_DAI_V09_S03,DAI_V09_S03,DAI_V09,permanent_dentition_DAI,occlusal,permanent,1,0.9084959140928704,1,4,-37.53833,-27.922327,-3.1156058,1.0542449,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S03.jpeg
permanent_dentition_DAI_V09_S04,DAI_V09_S04,DAI_V09,permanent_dentition_DAI,occlusal,permanent,1,0.9244533233437436,1,4,-43.09605,-7.801528,48.23384,-7.7442994,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S04.jpeg
permanent_dentition_DAI_V09_S05,DAI_V09_S05,DAI_V09,permanent_dentition_DAI,occlusal,permanent,4,0.9611317305004948,1,0,-15.340828,30.917702,-0.37999192,-14.495958,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S05.jpeg
permanent_dentition_DAI_V09_S06,DAI_V09_S06,DAI_V09,permanent_dentition_DAI,occlusal,permanent,1,0.924726023507808,1,2,-42.667126,9.803094,10.902251,9.075319,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S06.jpeg
permanent_dentition_DAI_V09_S07,DAI_V09_S07,DAI_V09,permanent_dentition_DAI,occlusal,permanent,3,0.9338666733256225,1,0,-28.480772,19.310074,-7.9322586,-13.755486,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S07.jpeg
permanent_dentition_DAI_V09_S08,DAI_V09_S08,DAI_V09,permanent_dentition_DAI,occlusal,permanent,3,0.9765225781084842,1,2,-31.840857,14.439211,2.6991446,7.9085326,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S08.jpeg
permanent_dentition_DAI_V09_S09,DAI_V09_S09,DAI_V09,permanent_dentition_DAI,frontal,permanent,14,1.0,1,3,-0.41711,0.60338193,18.861692,-0.6668963,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S09.jpeg
