image_id,filepath,source_module,volunteer,seq,bytes,sha256,released_view,volunteer_id
permanent_dentition_DAI_V09_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S10.jpeg,permanent_dentition_DAI,9,10,116217,7c2e9cd22f47a7b293f7546346a047c212451ea3d237dfe03ed29995adcd0921,frontal,DAI_V09
permanent_dentition_DAI_V09_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S11.jpeg,permanent_dentition_DAI,9,11,147839,17a7740d675fd6924feb2ab1bb246e14137c02d0218c7b7c1e9f9a240b612922,occlusal,DAI_V09
permanent_dentition_DAI_V09_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V09_S12.jpeg,permanent_dentition_DAI,9,12,161766,90d21fefb4e8478304001197102eaa6bc888170bcf6a22a173afe239848e3b8e,occlusal,DAI_V09
permanent_dentition_DAI_V10_S01,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S01.jpeg,permanent_dentition_DAI,10,1,98378,c393e39d528a3c731be358ef17c1cb2245a2bd4a259754736d6092b85e2d609a,occlusal,DAI_V10
permanent_dentition_DAI_V10_S02,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S02.jpeg,permanent_dentition_DAI,10,2,92628,1696d5a2ba0facd0a48d0d591cf6a0f208944d434d0758252141dd682ceb366a,occlusal,DAI_V10
permanent_dentition_DAI_V10_S03,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S03.jpeg,permanent_dentition_DAI,10,3,89880,76cde0eecf18b72bcb4a6b0f811659663ee2bf8f259b59af1f15327de7e13f24,occlusal,DAI_V10
permanent_dentition_DAI_V10_S04,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S04.jpeg,permanent_dentition_DAI,10,4,68514,e4bec88ef48e0ca97eb690755b5853860dd8b046319b4dc4275ceb6b64302a27,occlusal,DAI_V10
permanent_dentition_DAI_V10_S05,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S05.jpeg,permanent_dentition_DAI,10,5,103110,4e3693a2963eb82393c78752193e27a02c3749cf1ade8836c79144502bbad89f,occlusal,DAI_V10
permanent_dentition_DAI_V10_S06,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S06.jpeg,permanent_dentition_DAI,10,6,89911,93c6f25e1a6935a5c304f852bb29e1fb1977e957a5c449914d069b5c854e501c,occlusal,DAI_V10
permanent_dentition_DAI_V10_S07,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S07.jpeg,permanent_dentition_DAI,10,7,93070,df12ea53d64d9e8b78258ec3412889e2d04d9c11f99b83c08f114b591ff27398,occlusal,DAI_V10
permanent_dentition_DAI_V10_S08,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S08.jpeg,permanent_dentition_DAI,10,8,139329,53588f8898837a2bab4e3239e1b1008784e454d950390c8b2dd019297e30d863,occlusal,DAI_V10
permanent_dentition_DAI_V10_S09,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S09.jpeg,permanent_dentition_DAI,10,9,137534,13b1ce276856face1dfcec7eb6e29f21a8dcbc325009c20c0a93efa95e6487cf,occlusal,DAI_V10
permanent_dentition_DAI_V10_S10,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S10.jpeg,permanent_dentition_DAI,10,10,115128,e1082c10c4f65e8642897d53c3c734fbf81917552179fb6307a004f54fb9b8a7,frontal,DAI_V10
permanent_dentition_DAI_V10_S11,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S11.jpeg,permanent_dentition_DAI,10,11,113042,ec0e7c5e49506963ac732ded93978e9c7d88d46c275d904cd14c62a1412a67a5,occlusal,DAI_V10
permanent_dentition_DAI_V10_S12,data/raw/permanent_dentition_DAI/permanent_dentition_DAI_V10_S12.jpeg,permanent_dentition_DAI,10,12,106507,c7341391ed2e9d1a4004cd32a8815b5d7ccb9052f3e19cdeae33baf33d128db6,occlusal,DAI_V10
